Value,Key
登录到您的 Sketchfab 帐户,Login to your Sketchfab account
登录到您的Sketchfab账户...,Login to your Sketchfab account...
登陆/注册,Login/ Sign up
登录/注册尝试,Login/Signup attempt
登录您的Sketchfab账户...,Loging in to your Sketchfab account...
Logo调整,Logo Adjust
Logo颜色,Logo Color
Logo大小,Logo Size
Logo文字,Logo Text
LogoX位置,Logo X Position
LogoY位置,Logo Y Position
Logo自动偏移,Logo auto offset
Logo颜色,Logo color
Logo灯,Logo light
"Logo边距从边角
 注意3D视图:DPI系数","Logo padding in the 3d view from the border corner
  Note: DPI factored"
从边框角在三维视图中填充Logo\n  注意: DPI系数,Logo padding in the 3d view from the border corner\n  Note: DPI factored
Logo边距X,Logo padding x
Logo边距y,Logo padding y
Logo尺寸,Logo size
"Logo尺寸在3D视图
注意:DPI系数","Logo size in the 3d view
  Note: DPI factored"
Logo尺寸在3D视图\n  注意: DPI系数,Logo size in the 3d view\n  Note: DPI factored
登出,Logout
立即从BlenderKit注销,Logout from BlenderKit immediately
伦巴第杨树,Lombardy Poplar
经度,Lon
英国梧桐,London Plane
长,Long
烘焙时间较长,Long Bake Times
长期循环(Long Cycle),Long Cycle
长划线 (-- --),Long Dashes (-- --)
长边,Long Edge
长边分辨率,Long Edge Resolution
长毛发,Long Hair
长帧,Long Key
选定长关键帧,Long Key Selected
长列表,Long List
长按时间,Long Press Time
长时间重复(Long Repeat),Long Repeat
长圆柱体,Long cylinder
长按时间,LongPressTime
最长,Longest
最长对角线,Longest Diagonal
断开连接的最长边,Longest Disconnected Edges
最长边,Longest Edge
最长的列表,Longest List
经度,Longitude
最小经度,Longitude Min
我们当前所在的经度坐标,Longitude coordinate where we are currently positioned
经度超过360°,Longitude exceed 360°
位置经度,Longitude of the location
经度:(-)格林威治以西(+)格林威治以东,Longitude: (-) West of Greenwich  (+) East of Greenwich
经度：（-）格林威治以西（+）格林威治以东,Longitude: (-) West of Greenwich (+) East of Greenwich
纵向分割,Longitudial segmentation
纵向糙度,Longitudinal Roughness
纵向糙度,Longitudinal roughness
经度,Longtitude
胶片效果,Look
向前看,Look Ahead
朝向,Look At
视觉预览,Look Dev Preview
视觉预览球体大小,Look Dev Spheres Size
视觉预览+,Look Dev+
在此文件夹的子文件夹中查找HDRIs，在此级别，0 =无递归,"Look for HDRIs in the sub folder(s), at this level, 0 = No recursion"
查找所有材质,Look for all materials
查找位置13-16和78-79处的元素名称.\n,Look for element names at positions 13-16 and 78-79.\n
在活动对象上查找材质,Look for materials on the active object
每隔N秒查找修改后的图像并重新加载,Look for modified Images every N seconds and reload them
寻找当前世界的预览,Look for the preview of the current world
请看‘问题’面板,Look in the 'Problems' panel
浏览_through,Look through
从外部文件查找变换矩阵,Look up the transformation matrix from an external file
从外部文件查找转换,Look up transformation from an external file
观察变换,Look-at transform
观察：,Look:
视觉预览,LookDev
视觉预览HDRI,LookDev HDRIs
材质预览+,LookDev+
观察到变换,Lookat to transform
材质预览,LookcDev
在确认视图时，通过材质预览设置来渲染设置,Lookdev settings to render settings on confirm of viewport+
材质预览+,Lookdev+
材质预览+ ,Lookdev+ 
材质预览+/调整材质预览,Lookdev+ / Adjust Lookdev
寻找类人物体 ...,Looking for a humanoid object ...
在文件夹中查找重定目标数据 %s...,Looking for the retarget data in the folder %s...
看来你找到了一个Cats无法修复的模型,Looks like you found a model which Cats could not fix!
看起来您还没有使用这个版本的LayerPainter.,Looks like you haven't used this version of LayerPainter.
查找最大.计数,Lookup Max. Count
查找半径,Lookup Radius
循环,Loop
循环和重复,Loop And Repeat
循环中断,Loop Break
环线颜色,Loop Colors
循环计数,Loop Count
环切,Loop Cut
循环深度,Loop Depth
循环深度随机种,Loop Depth Seed
循环F曲线,Loop F-Curves
循环帧,Loop Frames
循环位置,Loop In Place
循环动作捕捉 Loop Mocap,Loop Mocap
循环模式,Loop Mode
循环物体,Loop Objects
循环对,Loop Pairs
循环物理,Loop Physics
循环比率,Loop Ratio
循环选择WP,Loop Select WP
环切线滑移,Loop Slide
循环滑动 ,Loop Slide 
循环滑动 : {modifier.loop_slide},Loop Slide : {modifier.loop_slide}
循环起点,Loop Start
循环步骤 Loop Step,Loop Step
总循环数,Loop Total
循环三角面,Loop Triangles
循环预览器,Loop Viewer
循环并反转,Loop and Invert
循环动画,Loop animation
来回循环,Loop back and forth
来回循环,Loop back and forth starting in reverse
在形变编辑网格的显示状态下循环切割工具将会丢失精度,Loop cut does not work well on deformed edit mesh display
循环边没有相交.,Loop edges don't intersect.
环边不相交. 你不能在这个方向上操作!,Loop edges don't intersect. You can't unbevel in this direction!
环边不相交。你不能朝这个方向操作！Loop edges don't intersect. You can't unchamfer in this direction!,Loop edges don't intersect. You can't unchamfer in this direction!
数据块中的循环,Loop in a Mesh data-block
在父级中循环,Loop in parents
循环结束(对象、矩阵)对 pairs,"Loop over (object, matrix) pairs"
"循环(对象,矩阵)对(仅网格)","Loop over (object, matrix) pairs (mesh only)"
循环结束组(对象、矩阵)对 pairs,"Loop over group (object, matrix) pairs "
循环选择骨骼并对其执行funk,Loop over selected bones and execute funk on them
循环选择对象并对其执行funk  Loop over selected objects and execute funk on them,Loop over selected objects and execute funk on them
循环隔离灯光,Loop overlapping lights
循环动作,Loop the action
循环动画回放,Loop the animation playback
循环这个粒子系统,Loop this particle system
循环指定声音,Loop this sound
循环 分割,LoopCut DIVISON
循环 分割,LoopCut Division
环切模式,LoopCut Mode
循环展开,LoopSpread
Loop工具,LoopTools
Loop工具: 更新面板位置失败,LoopTools: Updating Panel locations has failed
环切,Loopcut
循环,Looping
通过边缘循环 - ,Looping through Edges - 
循环,Loops
循环插入深度 | 随机种,Loops Inset Depth | Seed
环线不是由线框/边界线连接,Loops are not connected by wire/boundary edges
网格的循环(面拐角),Loops of the mesh (face corners)
网格的循环结构(多边形转角),Loops of the mesh (polygon corners)
轮廓两侧的循环,Loops on each side of the profile
笔画上的循环,Loops on strokes
松驰循环的次数,Loops that are relaxed
间隔的循环,Loops that are spaced
"循环遍历所有对象和材质槽,以确保将它们指定给正确的材质(Loops through all objects and material slots to make sure they are assigned to the right material)",Loops through all objects and material slots to make sure they are assigned to the right material
循环 | 比率 | 随机种,Loops | Ratio | Seed
未启Looptools.请在 首选项>插件 中启用looptools,Looptools is not installed. Enable looptools in prefs
松散,Loose
松散作为轮廓,Loose As Contour
松散边,Loose Edges
松散边作为轮廓,Loose Edges As Contour
松散面,Loose Faces
松散面: %d,Loose Faces: %d
松散的几何,Loose Geometry
松散块,Loose Parts
松散点,Loose Points
松散边,Loose edge
仅松散边,Loose edges only
松散边将有轮廓类型,Loose edges will have contour type
仅松散顶点,Loose verts only
松|紧,Loose | Tight
松散点,Loose_Points
丢失未保存的更改?,Lose unsaved changes?
无损,Lossless
无损输出,Lossless Output
无损纹理压缩,Lossless texture compression
有损高级设置,Lossy Advanced Settings
有损纹理和几何压缩,Lossy texture and geometry compression
有损纹理压缩,Lossy texture compression
丢失的节点 {0}: {1},Lost Node {0}: {1}
更新缺失,Lost update
迷路了吗？滚动到顶部,Lost? Scroll to Top
百叶窗,Louver
天窗边框,Louver Border
百叶数量,Louver Count
百叶深度,Louver Depth
百叶窗边距,Louver Margin
喜欢这个插件？,Love this addon?
低,Low
底 (16),Low (16)
低 -（GI设置）,Low - (GI Settings)
低 -（低提升）,Low - (Low boost)
低 - (采样设置),Low - (Sampling Settings)
低2,Low 2
低钳制,Low Clip
低彩色,Low Color
低颜色强度,Low Color Force
低速的颜色,Low Color Speed
低对比度,Low Contrast
低误差因素,Low Error Factor
低强度颜色,Low Force Color
低调,Low Key
低光阈值,Low Light Threshold
低内存,Low Mem
低多边形,Low Poly
低压力,Low Pressure
低等品质,Low Quality
低分辨率网格,Low Resolution Mesh
低分辨率网格 [use_bake_lores_mesh],Low Resolution Mesh [use_bake_lores_mesh]
低速彩色,Low Speed Color
低步数,Low Steps
动态拓扑细节尺寸值设置为高 Low Value for Dyntopo Detail Size,Low Value for Dyntopo Detail Size
低位截断,Low cutoff
低力强度值可视化的力场线,Low force strength value for visualizing force field lines
低增益下调,Low gain down
低增益上调,Low gain up
低延迟，但渲染速度低于GPU,"Low latency, but slower rendering than on GPU"
下限,Low limit
低等内存使用率(最大1024拼贴大小),Low memory usage (max 1024 tile size)
低多边形网格,Low poly mesh
低等品质,Low quality
渲染质量低,Low render quality
低分辨率的力场网格.域分辨率除以4.,Low resolution force field grid. Domain resolution divided by 4.
用于可视化流体粒子速度的低速值,Low speed value for visualizing fluid particle velocity
"低模 {}x, 高模 {}x","Low {}x, High {}x"
低(1采样/4像素),Low(1 sample/4 pixels)
低、非零值给出了广泛的热点，而高值给出了 ,"Low, non-zero values give broad hot-spots while higher values give "
